ID,uri
1,gs://bq-mm-benchmark-mmqa-images/0a78c5f6c9e1601b21c0e6cc7d4a13ed.jpg
6,gs://bq-mm-benchmark-mmqa-images/0bba79d4eec60537f1abb64c624e8341.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b1eaf0cadce1b185f1c1e179b406eef.jpg
6,gs://bq-mm-benchmark-mmqa-images/0dd1e204dee106509d29927739e8379c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d7ba799e52bcfdead9a7831b84eb1ce.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c9536077c842559515af0b245091304.jpg
4,gs://bq-mm-benchmark-mmqa-images/0ad6976276e37b2e25cd77de05c58859.jpg
4,gs://bq-mm-benchmark-mmqa-images/0cfd65a6d9a5d68ff8a8ae90a82ec189.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a6ab6bb33d4679c7acec25b2a7a1860.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d9f69db877e52ae3e265c9ca9e47c78.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c141eb84b21daae6c6062bda51fd80d.jpg
1,gs://bq-mm-benchmark-mmqa-images/0bc2d39861a25d74b8b734246304726d.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e235fbbbed4e5d19b51f8fd91e027a4.jpg
4,gs://bq-mm-benchmark-mmqa-images/0d8b82c37d0589c35d023de04cef5d40.jpg
4,gs://bq-mm-benchmark-mmqa-images/0c21c34914735826da603a2cfc57eb43.jpg
4,gs://bq-mm-benchmark-mmqa-images/0bfa5921037a2dbb8301a98a22448f0f.jpg
1,gs://bq-mm-benchmark-mmqa-images/0c2da2a740161136aaf915beb6c19106.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c5f5083748168a221e0183a13f3fd7d.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c7d52ade71694ced9bb64864d32c7be.jpg
11,gs://bq-mm-benchmark-mmqa-images/0c916c4ffe72838c1f3e4adc68c42015.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ada4227e74007a4aca07074bf256a6d.jpg
1,gs://bq-mm-benchmark-mmqa-images/0a3ca8a55e9dfc93e474b316cc54d58d.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a3ca8a55e9dfc93e474b316cc54d58d.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cb7529e3db48a6c8dc92c0eb6dfd8d0.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e4376f9dac9a582c8efcca6fda8f9b5.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a185b6389ce9219c35af51be1b2af0b.jpg
4,gs://bq-mm-benchmark-mmqa-images/0b896bf6648d7daabfed0f5ea523139a.jpg
3,gs://bq-mm-benchmark-mmqa-images/0a7ad8727ebeccfc16a44c9b68d4d30e.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d4a9de9497f50ca68f84fa967b41fb2.jpg
1,gs://bq-mm-benchmark-mmqa-images/0a90891a0035fff9b35ddff1a9f1e736.jpg
5,gs://bq-mm-benchmark-mmqa-images/0b4b3fa98627daa78c49b8b6655c5df7.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c4be285733b3edc6794639d8e45b07f.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c89900e72bcb8c956a97c6d7dc3b5f2.jpg
6,gs://bq-mm-benchmark-mmqa-images/0bfaa418914214344c69f91bff67403d.jpg
11,gs://bq-mm-benchmark-mmqa-images/0c799fb88d645302e363c03b68a608ce.jpg
1,gs://bq-mm-benchmark-mmqa-images/0bf44cd47c202f590ef58e012c52117e.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e7eac2ad4785f63d08c3250039857f2.jpg
1,gs://bq-mm-benchmark-mmqa-images/0ba9fe7b721fc68bd231731d256ddd9f.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e310fe34bde11fadc0015c18e255df7.jpg
11,gs://bq-mm-benchmark-mmqa-images/0b256915936f8a7be8fbd9292104763b.jpg
11,gs://bq-mm-benchmark-mmqa-images/0c2da2a740161136aaf915beb6c19106.jpg
4,gs://bq-mm-benchmark-mmqa-images/0d03699bfc51444df6ca45c9f7566a55.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a3ca8a55e9dfc93e474b316cc54d58d.jpg
6,gs://bq-mm-benchmark-mmqa-images/00c1d892abf59934f60b36821aae7bc6.jpg
1,gs://bq-mm-benchmark-mmqa-images/0b11dd24b79234099302c12f0420ba4a.jpg
6,gs://bq-mm-benchmark-mmqa-images/0e919d605b0ca87313cf90c3a6ecbec3.jpg
11,gs://bq-mm-benchmark-mmqa-images/0b896bf6648d7daabfed0f5ea523139a.jpg
11,gs://bq-mm-benchmark-mmqa-images/0c4be285733b3edc6794639d8e45b07f.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e7a3006a0dab36f28a6e5dec663019e.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a78c5f6c9e1601b21c0e6cc7d4a13ed.jpg
1,gs://bq-mm-benchmark-mmqa-images/0bfaa418914214344c69f91bff67403d.jpg
1,gs://bq-mm-benchmark-mmqa-images/0c799fb88d645302e363c03b68a608ce.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a56c25d5e75acc61ab878ab764228b8.jpg
5,gs://bq-mm-benchmark-mmqa-images/0bf8dc8a2ea59458ce518928642251a6.jpg
1,gs://bq-mm-benchmark-mmqa-images/0ba22c5e934592d718f1ff9087bf6161.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d9f69db877e52ae3e265c9ca9e47c78.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c141eb84b21daae6c6062bda51fd80d.jpg
1,gs://bq-mm-benchmark-mmqa-images/0b256915936f8a7be8fbd9292104763b.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c8d1696ab480dce40ce4bbe2c30c28e.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a408d1fa77bd80284d7056dc79a8721.jpg
1,gs://bq-mm-benchmark-mmqa-images/0a2c3d9697a848dec1f0fc055990d657.jpg
4,gs://bq-mm-benchmark-mmqa-images/0c786f46b32e1008b1ae739bdbf5fe4e.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e372ef850391ab72ed5ae8bdedc90bb.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e372ef850391ab72ed5ae8bdedc90bb.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a16c5cfc94d596627c05f152d2c1122.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e24f1ad89ef7cb997dfcbbf74eca9b7.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d03699bfc51444df6ca45c9f7566a55.jpg
5,gs://bq-mm-benchmark-mmqa-images/0db18e5ecdb5eae40edc102ea83e456f.jpg
4,gs://bq-mm-benchmark-mmqa-images/00b659da6ec4dcfaa48b8a9aa02c612b.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a3ca8a55e9dfc93e474b316cc54d58d.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a30bd537b70fb9064b23fbdb3d7c7d8.jpg
5,gs://bq-mm-benchmark-mmqa-images/0aaac3d9dc711c855728f53ed422f61a.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e5ef5756c89f15f43bb002c748fad6f.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c89ca3bb811f418c54ced12ba79dbea.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cb9414197494feedcd71b646c8c84cb.jpg
4,gs://bq-mm-benchmark-mmqa-images/0c4be285733b3edc6794639d8e45b07f.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c4be285733b3edc6794639d8e45b07f.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b7b1e2bb45373134a4c1e94dd7ee85e.jpg
11,gs://bq-mm-benchmark-mmqa-images/0dd82dd6dec70831338aff8f5187449c.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e7eac2ad4785f63d08c3250039857f2.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d7ba799e52bcfdead9a7831b84eb1ce.jpg
6,gs://bq-mm-benchmark-mmqa-images/00bf7c082b16e464e366675e8e5d1f52.jpg
6,gs://bq-mm-benchmark-mmqa-images/0aa3794a64a4e5a965406bf7eec17f23.jpg
5,gs://bq-mm-benchmark-mmqa-images/0aa3794a64a4e5a965406bf7eec17f23.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a8c89db01ee28d3037bc56168b1260b.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d3b0da47a86471cce26880c3b85605f.jpg
1,gs://bq-mm-benchmark-mmqa-images/0a6ab6bb33d4679c7acec25b2a7a1860.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a259908f0d108cd11a98a884a10b33c.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e3f1257ff395ce5b4e9edbb5b769071.jpg
11,gs://bq-mm-benchmark-mmqa-images/0bc757a3f0e219dbd49307b224cff6bd.jpg
11,gs://bq-mm-benchmark-mmqa-images/0bc2d39861a25d74b8b734246304726d.jpg
6,gs://bq-mm-benchmark-mmqa-images/0e372ef850391ab72ed5ae8bdedc90bb.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c078d3517c917ac586f1d79f0f7575c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d0dd3ccfb9709cd069584f463d89a59.jpg
4,gs://bq-mm-benchmark-mmqa-images/0ada4227e74007a4aca07074bf256a6d.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d03699bfc51444df6ca45c9f7566a55.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a3ca8a55e9dfc93e474b316cc54d58d.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cb7529e3db48a6c8dc92c0eb6dfd8d0.jpg
1,gs://bq-mm-benchmark-mmqa-images/0a30bd537b70fb9064b23fbdb3d7c7d8.jpg
1,gs://bq-mm-benchmark-mmqa-images/0bc7fba048c6f2101ab32ec02df0843c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e919d605b0ca87313cf90c3a6ecbec3.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a78c5f6c9e1601b21c0e6cc7d4a13ed.jpg
11,gs://bq-mm-benchmark-mmqa-images/0c8a2cdb2c772fe8c11973c1823a48fe.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a3f01280b2731cbb5b6ae0d11070cca.jpg
5,gs://bq-mm-benchmark-mmqa-images/0dd1e204dee106509d29927739e8379c.jpg
1,gs://bq-mm-benchmark-mmqa-images/0dd82dd6dec70831338aff8f5187449c.jpg
4,gs://bq-mm-benchmark-mmqa-images/00a9b104e3a2d849ea832403d4ff9d26.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d2bf861d46be4fb513858da7d0692a3.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cb5e772ffd753bd3df08aa157692540.jpg
4,gs://bq-mm-benchmark-mmqa-images/5588a1833b8fa95fe1b0ed520e447d64.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a8338eedd3ebeced9ad26a9bb98a642.jpg
5,gs://bq-mm-benchmark-mmqa-images/00bf7c082b16e464e366675e8e5d1f52.jpg
11,gs://bq-mm-benchmark-mmqa-images/0ae3290accde3db2b7ed149be99f843c.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ba22c5e934592d718f1ff9087bf6161.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cfd65a6d9a5d68ff8a8ae90a82ec189.jpg
1,gs://bq-mm-benchmark-mmqa-images/0ae33ebeef3b42eb5d00d948a54e08d7.jpg
4,gs://bq-mm-benchmark-mmqa-images/0bf9765eedd342330a29038a7f8c3542.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cf1c096b3b8ed26c0ee28078e68d693.jpg
1,gs://bq-mm-benchmark-mmqa-images/0a3631e7e4c67a56aa7b15e84d451e62.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e235fbbbed4e5d19b51f8fd91e027a4.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a408d1fa77bd80284d7056dc79a8721.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c4343c6a5d23bda1683dfcef93bed91.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a16c5cfc94d596627c05f152d2c1122.jpg
5,gs://bq-mm-benchmark-mmqa-images/0bccae18d1bc23b9e560891520b2c3dd.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c0fbc00f99235ec607b16e17f10979f.jpg
11,gs://bq-mm-benchmark-mmqa-images/0b3b608ba2bf35865660df51510e8fe1.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b3b608ba2bf35865660df51510e8fe1.jpg
4,gs://bq-mm-benchmark-mmqa-images/0aaac3d9dc711c855728f53ed422f61a.jpg
4,gs://bq-mm-benchmark-mmqa-images/0b11dd24b79234099302c12f0420ba4a.jpg
4,gs://bq-mm-benchmark-mmqa-images/0b6332cb6bea033303c092b3152ef3db.jpg
4,gs://bq-mm-benchmark-mmqa-images/0bc7fba048c6f2101ab32ec02df0843c.jpg
1,gs://bq-mm-benchmark-mmqa-images/0aaac3d9dc711c855728f53ed422f61a.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a9c9d97cff7ed0b8473b55d126c24dd.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d188751b763872b84fbe109741b86a3.jpg
4,gs://bq-mm-benchmark-mmqa-images/0cfd04b73da9952120b7407b3b457a4b.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c7eb9ec5913d7a2dc7c0e9d0ff41f28.jpg
11,gs://bq-mm-benchmark-mmqa-images/0bfaa418914214344c69f91bff67403d.jpg
5,gs://bq-mm-benchmark-mmqa-images/0bfaa418914214344c69f91bff67403d.jpg
4,gs://bq-mm-benchmark-mmqa-images/0bf44cd47c202f590ef58e012c52117e.jpg
11,gs://bq-mm-benchmark-mmqa-images/0c40c902d12029635fb05ef55769fad4.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cb5e772ffd753bd3df08aa157692540.jpg
5,gs://bq-mm-benchmark-mmqa-images/0dba6052f5d68b293b0845e98739efdd.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e3ed4e38852a0cef84ee94fb88d38fe.jpg
1,gs://bq-mm-benchmark-mmqa-images/0ae3290accde3db2b7ed149be99f843c.jpg
1,gs://bq-mm-benchmark-mmqa-images/0caf09a1166b2aae07b4d0f67568c404.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c8eb9cd33e9447edabf369bf0609f04.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e310fe34bde11fadc0015c18e255df7.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c8d1696ab480dce40ce4bbe2c30c28e.jpg
4,gs://bq-mm-benchmark-mmqa-images/0e818f121b8da3af509569acdc5e9b47.jpg
5,gs://bq-mm-benchmark-mmqa-images/0dc8667808e511ec3d525aff0e221b93.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c078d3517c917ac586f1d79f0f7575c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a5dfed51e6aa680993b58db2f5192d5.jpg
6,gs://bq-mm-benchmark-mmqa-images/0bccae18d1bc23b9e560891520b2c3dd.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c7000dc04ab0053cffedab9faec2851.jpg
5,gs://bq-mm-benchmark-mmqa-images/0df27fb5314dd4abea0495ab1fd80afa.jpg
4,gs://bq-mm-benchmark-mmqa-images/0c0d07c53688b008e74d643157b76c57.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e5ef5756c89f15f43bb002c748fad6f.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e588abf26b1fba7d94e502ad20fd5f4.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a7ad8727ebeccfc16a44c9b68d4d30e.jpg
6,gs://bq-mm-benchmark-mmqa-images/0be7a03351a759a5ce0c202b3f0dd12b.jpg
4,gs://bq-mm-benchmark-mmqa-images/0daa6f5da597d556af96f2490e396b93.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d4a9de9497f50ca68f84fa967b41fb2.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a86139ce572199fc2407a51d137639c.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a1e97581a8d18fecf8e4b6dd95b1f6f.jpg
1,gs://bq-mm-benchmark-mmqa-images/0a1e97581a8d18fecf8e4b6dd95b1f6f.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a78c5f6c9e1601b21c0e6cc7d4a13ed.jpg
1,gs://bq-mm-benchmark-mmqa-images/0df5cc80bcd2a27b91224d658ad3a7b5.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c8a2cdb2c772fe8c11973c1823a48fe.jpg
6,gs://bq-mm-benchmark-mmqa-images/5588a1833b8fa95fe1b0ed520e447d64.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e7a227da7e96c1b2db30e3817dd4300.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ace252849f2dbe45c43ace238dccc57.jpg
4,gs://bq-mm-benchmark-mmqa-images/42c88eafedfab5203c72e1d2ec1c2f37.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a6ab6bb33d4679c7acec25b2a7a1860.jpg
11,gs://bq-mm-benchmark-mmqa-images/0b66d210074be5881fea3324aacb6749.jpg
4,gs://bq-mm-benchmark-mmqa-images/0c4403467fc2eb3031c1506744601d7d.jpg
11,gs://bq-mm-benchmark-mmqa-images/0c4403467fc2eb3031c1506744601d7d.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a7fd4894ca972346066541d16faea1b.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a408d1fa77bd80284d7056dc79a8721.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e55b397c7770893544eb92ddc680b23.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d7f126e2080f9bf32112dab1128234f.jpg
4,gs://bq-mm-benchmark-mmqa-images/0dc97045567153d25d6a9a6336e8d266.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ada4227e74007a4aca07074bf256a6d.jpg
6,gs://bq-mm-benchmark-mmqa-images/0e4376f9dac9a582c8efcca6fda8f9b5.jpg
4,gs://bq-mm-benchmark-mmqa-images/0ac83693b42f451f27c992a887c38887.jpg
11,gs://bq-mm-benchmark-mmqa-images/0aaac3d9dc711c855728f53ed422f61a.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d67a3e20fb8748df737f766d0a799c8.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d67a3e20fb8748df737f766d0a799c8.jpg
4,gs://bq-mm-benchmark-mmqa-images/0c89ca3bb811f418c54ced12ba79dbea.jpg
1,gs://bq-mm-benchmark-mmqa-images/0a7ad8727ebeccfc16a44c9b68d4d30e.jpg
8,gs://bq-mm-benchmark-mmqa-images/0a7ad8727ebeccfc16a44c9b68d4d30e.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d4e2955959ed0404bf8d869c66f85d9.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a46a0d1a9d47aeb7f049f8460489929.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d2a42ad9a8d7cb63d92301462adb06a.jpg
4,gs://bq-mm-benchmark-mmqa-images/00a5d23fa78de769d00d2ced7d067dbf.jpg
1,gs://bq-mm-benchmark-mmqa-images/0bea7385faf531b75fbd36e7769ee8ea.jpg
4,gs://bq-mm-benchmark-mmqa-images/0e4fc151817888f808b35fae241e907e.jpg
1,gs://bq-mm-benchmark-mmqa-images/0c9b4d169ebf6db45752c66ad16f568c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ba22c5e934592d718f1ff9087bf6161.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e3f1257ff395ce5b4e9edbb5b769071.jpg
11,gs://bq-mm-benchmark-mmqa-images/0ae33ebeef3b42eb5d00d948a54e08d7.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a2c3d9697a848dec1f0fc055990d657.jpg
1,gs://bq-mm-benchmark-mmqa-images/0c82dd9e77b50088cd2f6ed6c223169c.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e372ef850391ab72ed5ae8bdedc90bb.jpg
6,gs://bq-mm-benchmark-mmqa-images/0e3bd1f5e63abf955b3f902bdc0add68.jpg
1,gs://bq-mm-benchmark-mmqa-images/0c916c4ffe72838c1f3e4adc68c42015.jpg
6,gs://bq-mm-benchmark-mmqa-images/0db18e5ecdb5eae40edc102ea83e456f.jpg
1,gs://bq-mm-benchmark-mmqa-images/0b3b608ba2bf35865660df51510e8fe1.jpg
5,gs://bq-mm-benchmark-mmqa-images/00c1d892abf59934f60b36821aae7bc6.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a1a44a0147b93d93a8dcbda6d1519f2.jpg
11,gs://bq-mm-benchmark-mmqa-images/0b11dd24b79234099302c12f0420ba4a.jpg
6,gs://bq-mm-benchmark-mmqa-images/0aaac3d9dc711c855728f53ed422f61a.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a8323480f0ef71d2096efacd8ca1742.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d188751b763872b84fbe109741b86a3.jpg
12,gs://bq-mm-benchmark-mmqa-images/0a7ad8727ebeccfc16a44c9b68d4d30e.jpg
1,gs://bq-mm-benchmark-mmqa-images/0aac49ab17145acc4c0e6ecd9dc4d987.jpg
11,gs://bq-mm-benchmark-mmqa-images/0b4b3fa98627daa78c49b8b6655c5df7.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b4b3fa98627daa78c49b8b6655c5df7.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d8c8085d56ca1486b62046cc9fd1a5f.jpg
11,gs://bq-mm-benchmark-mmqa-images/0df5cc80bcd2a27b91224d658ad3a7b5.jpg
1,gs://bq-mm-benchmark-mmqa-images/0dd1e204dee106509d29927739e8379c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a3f01280b2731cbb5b6ae0d11070cca.jpg
11,gs://bq-mm-benchmark-mmqa-images/0bea7385faf531b75fbd36e7769ee8ea.jpg
6,gs://bq-mm-benchmark-mmqa-images/00bbbad6641579aae114073ac3beea38.jpg
5,gs://bq-mm-benchmark-mmqa-images/00bbbad6641579aae114073ac3beea38.jpg
4,gs://bq-mm-benchmark-mmqa-images/0c40c902d12029635fb05ef55769fad4.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a8338eedd3ebeced9ad26a9bb98a642.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a8338eedd3ebeced9ad26a9bb98a642.jpg
11,gs://bq-mm-benchmark-mmqa-images/0caf09a1166b2aae07b4d0f67568c404.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d3b0da47a86471cce26880c3b85605f.jpg
5,gs://bq-mm-benchmark-mmqa-images/0bf9765eedd342330a29038a7f8c3542.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a3631e7e4c67a56aa7b15e84d451e62.jpg
4,gs://bq-mm-benchmark-mmqa-images/0d5b079fe9cca68ac73b3c8d3ed11d96.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d2e09edf3ab74cad451615214b94d6d.jpg
6,gs://bq-mm-benchmark-mmqa-images/0dc8667808e511ec3d525aff0e221b93.jpg
5,gs://bq-mm-benchmark-mmqa-images/0af228e1aaedd5e1eb72a73dd8985d78.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c4343c6a5d23bda1683dfcef93bed91.jpg
5,gs://bq-mm-benchmark-mmqa-images/0b05bc867cb47ea8b827e7effe7e08e5.jpg
